# %ECSV 0.9
# ---
# datatype:
# - {name: energy, unit: eV, datatype: float64}
# - {name: transmission, datatype: float64}
# meta: !!omap
# - {ORIGIN: 'http://henke.lbl.gov/optical_constants/filter2.html'}
# - {parameters: Si Density=2.33 Thickness=1. microns}
# - {description: 'Transmission through L1 support, assuming the support bars can be
#     treated like solid Si'}
# schema: astropy-2.0
energy transmission
    10.000      0.00000    
    11.980      0.00000    
    13.960      0.21156E-39
    15.940      0.99554E-28
    17.920      0.30896E-17
    19.900      0.21980E-07
    21.880      0.11325E-03
    23.860      0.16207E-02
    25.840      0.57324E-02
    27.820      0.98497E-02
    29.800      0.12672E-01
    31.780      0.15673E-01
    33.760      0.17136E-01
    35.740      0.18607E-01
    37.720      0.20084E-01
    39.700      0.21760E-01
    41.680      0.25031E-01
    43.660      0.28498E-01
    45.640      0.32122E-01
    47.620      0.36340E-01
    49.600      0.40904E-01
    51.580      0.45646E-01
    53.560      0.49728E-01
    55.540      0.52521E-01
    57.520      0.55311E-01
    59.500      0.57762E-01
    61.480      0.55651E-01
    63.460      0.53445E-01
    65.440      0.51728E-01
    67.420      0.54247E-01
    69.400      0.56770E-01
    71.380      0.64687E-01
    73.360      0.77742E-01
    75.340      0.95138E-01
    77.320      0.12262    
    79.300      0.15257    
    81.280      0.16478    
    83.260      0.17705    
    85.240      0.18427    
    87.220      0.18427    
    89.200      0.18427    
    91.180      0.18352    
    93.160      0.18000    
    95.140      0.17609    
    97.120      0.17152    
    99.100      0.16218    
    101.08      0.20181E-07
    103.06      0.43309E-05
    105.04      0.13878E-04
    107.02      0.45272E-06
    109.00      0.12134E-06
    110.98      0.35811E-07
    112.96      0.10288E-07
    114.94      0.27013E-08
    116.92      0.28203E-09
    118.90      0.64360E-10
    120.88      0.36941E-10
    122.86      0.24107E-10
    124.84      0.21514E-10
    126.82      0.18331E-10
    128.80      0.13434E-10
    130.78      0.81123E-11
    132.76      0.66484E-11
    134.74      0.17984E-10
    136.72      0.71511E-10
    138.70      0.12075E-09
    140.68      0.12603E-09
    142.66      0.17485E-09
    144.64      0.14607E-09
    146.62      0.12223E-09
    148.60      0.12351E-09
    150.58      0.14985E-09
    152.56      0.85337E-10
    154.54      0.31377E-09
    156.52      0.37277E-09
    158.50      0.27449E-09
    160.48      0.24036E-09
    162.46      0.16059E-09
    164.44      0.12904E-09
    166.42      0.13927E-09
    168.40      0.14401E-09
    170.38      0.20896E-09
    172.36      0.53552E-09
    174.34      0.15022E-08
    176.32      0.40439E-08
    178.30      0.75609E-08
    180.28      0.10459E-07
    182.26      0.14119E-07
    184.24      0.18905E-07
    186.22      0.25131E-07
    188.20      0.33236E-07
    190.18      0.43979E-07
    192.16      0.57992E-07
    194.14      0.75912E-07
    196.12      0.98677E-07
    198.10      0.12741E-06
    200.08      0.16343E-06
    202.06      0.20744E-06
    204.04      0.25965E-06
    206.02      0.32166E-06
    208.00      0.39564E-06
    209.98      0.48430E-06
    211.96      0.59009E-06
    213.94      0.71578E-06
    215.92      0.86449E-06
    217.90      0.10397E-05
    219.88      0.12528E-05
    221.86      0.15084E-05
    223.84      0.18711E-05
    225.82      0.23088E-05
    227.80      0.28343E-05
    229.78      0.34621E-05
    231.76      0.42088E-05
    233.74      0.50926E-05
    235.72      0.61344E-05
    237.70      0.73570E-05
    239.68      0.87860E-05
    241.66      0.10450E-04
    243.64      0.12379E-04
    245.62      0.14609E-04
    247.60      0.17177E-04
    249.58      0.20305E-04
    251.56      0.23982E-04
    253.54      0.28253E-04
    255.52      0.33177E-04
    257.50      0.38816E-04
    259.48      0.45253E-04
    261.46      0.52574E-04
    263.44      0.60875E-04
    265.42      0.70258E-04
    267.40      0.80832E-04
    269.38      0.92713E-04
    271.36      0.10602E-03
    273.34      0.12089E-03
    275.32      0.13746E-03
    277.30      0.15588E-03
    279.28      0.17629E-03
    281.26      0.19886E-03
    283.24      0.22376E-03
    285.22      0.25117E-03
    287.20      0.28126E-03
    289.18      0.31424E-03
    291.16      0.35029E-03
    293.14      0.38963E-03
    295.12      0.43247E-03
    297.10      0.47978E-03
    299.08      0.53179E-03
    301.06      0.58842E-03
    303.04      0.65095E-03
    305.02      0.71868E-03
    307.00      0.79189E-03
    308.98      0.87089E-03
    310.96      0.95600E-03
    312.94      0.10475E-02
    314.92      0.11458E-02
    316.90      0.12511E-02
    318.88      0.13638E-02
    320.86      0.14842E-02
    322.84      0.16127E-02
    324.82      0.17496E-02
    326.80      0.18952E-02
    328.78      0.20499E-02
    330.76      0.22140E-02
    332.74      0.23879E-02
    334.72      0.25719E-02
    336.70      0.27664E-02
    338.68      0.29717E-02
    340.66      0.31881E-02
    342.64      0.34160E-02
    344.62      0.36558E-02
    346.60      0.39078E-02
    348.58      0.41722E-02
    350.56      0.44495E-02
    352.54      0.47399E-02
    354.52      0.50438E-02
    356.50      0.53615E-02
    358.48      0.56933E-02
    360.46      0.60394E-02
    362.44      0.64003E-02
    364.42      0.67761E-02
    366.40      0.72093E-02
    368.38      0.76670E-02
    370.36      0.81448E-02
    372.34      0.86562E-02
    374.32      0.91909E-02
    376.30      0.97483E-02
    378.28      0.10329E-01
    380.26      0.10932E-01
    382.24      0.11560E-01
    384.22      0.12212E-01
    386.20      0.12888E-01
    388.18      0.13589E-01
    390.16      0.14315E-01
    392.14      0.15066E-01
    394.12      0.15844E-01
    396.10      0.16647E-01
    398.08      0.17476E-01
    400.06      0.18332E-01
    402.04      0.19214E-01
    404.02      0.20123E-01
    406.00      0.21059E-01
    407.98      0.22022E-01
    409.96      0.23012E-01
    411.94      0.24030E-01
    413.92      0.25075E-01
    415.90      0.26147E-01
    417.88      0.27248E-01
    419.86      0.28375E-01
    421.84      0.29531E-01
    423.82      0.30714E-01
    425.80      0.31924E-01
    427.78      0.33163E-01
    429.76      0.34429E-01
    431.74      0.35722E-01
    433.72      0.37043E-01
    435.70      0.38391E-01
    437.68      0.39767E-01
    439.66      0.41170E-01
    441.64      0.42600E-01
    443.62      0.44057E-01
    445.60      0.45540E-01
    447.58      0.47051E-01
    449.56      0.48587E-01
    451.54      0.50150E-01
    453.52      0.51739E-01
    455.50      0.53354E-01
    457.48      0.55003E-01
    459.46      0.56685E-01
    461.44      0.58393E-01
    463.42      0.60127E-01
    465.40      0.61938E-01
    467.38      0.63791E-01
    469.36      0.65671E-01
    471.34      0.67577E-01
    473.32      0.69509E-01
    475.30      0.71468E-01
    477.28      0.73451E-01
    479.26      0.75460E-01
    481.24      0.77494E-01
    483.22      0.79553E-01
