# %ECSV 1.0
# ---
# datatype:
# - {name: 'Petal #', datatype: int64}
# - {name: 'Row #', datatype: int64}
# - {name: 'MM #', datatype: int64}
# - {name: 'stack_width [m]', datatype: float64}
# - {name: 'phi [deg]', datatype: float64}
# - {name: 'lengthp [m]', datatype: float64}
# - {name: 'lengths [m]', datatype: float64}
# - {name: 'anglep [deg]', datatype: float64}
# - {name: 'angles [deg]', datatype: float64}
# - {name: 'x_MM [m]', datatype: float64}
# - {name: 'y_MM [m]', datatype: float64}
# - {name: 'z_MM [m]', datatype: float64}
# - {name: 'r_MM [m]', datatype: float64}
# - {name: 'xkink [m]', datatype: float64}
# - {name: 'ykink [m]', datatype: float64}
# - {name: 'zkink [m]', datatype: float64}
# - {name: 'rkink [m]', datatype: float64}
# - {name: 'xp1 [m]', datatype: float64}
# - {name: 'yp1 [m]', datatype: float64}
# - {name: 'zp1 [m]', datatype: float64}
# - {name: 'rp1 [m]', datatype: float64}
# - {name: 'xp2 [m]', datatype: float64}
# - {name: 'yp2 [m]', datatype: float64}
# - {name: 'zp2 [m]', datatype: float64}
# - {name: 'rp2 [m]', datatype: float64}
# - {name: 'xp3 [m]', datatype: float64}
# - {name: 'yp3 [m]', datatype: float64}
# - {name: 'zp3 [m]', datatype: float64}
# - {name: 'rp3 [m]', datatype: float64}
# - {name: 'xp4 [m]', datatype: float64}
# - {name: 'yp4 [m]', datatype: float64}
# - {name: 'zp4 [m]', datatype: float64}
# - {name: 'rp4 [m]', datatype: float64}
# - {name: 'xp5 [m]', datatype: float64}
# - {name: 'yp5 [m]', datatype: float64}
# - {name: 'zp5 [m]', datatype: float64}
# - {name: 'rp5 [m]', datatype: float64}
# - {name: 'xp6 [m]', datatype: float64}
# - {name: 'yp6 [m]', datatype: float64}
# - {name: 'zp6 [m]', datatype: float64}
# - {name: 'rp6 [m]', datatype: float64}
# - {name: 'xp7 [m]', datatype: float64}
# - {name: 'yp7 [m]', datatype: float64}
# - {name: 'zp7 [m]', datatype: float64}
# - {name: 'rp7 [m]', datatype: float64}
# - {name: 'xp8 [m]', datatype: float64}
# - {name: 'yp8 [m]', datatype: float64}
# - {name: 'zp8 [m]', datatype: float64}
# - {name: 'rp8 [m]', datatype: float64}
# - {name: 'xs1 [m]', datatype: float64}
# - {name: 'ys1 [m]', datatype: float64}
# - {name: 'zs1 [m]', datatype: float64}
# - {name: 'rs1 [m]', datatype: float64}
# - {name: 'xs2 [m]', datatype: float64}
# - {name: 'ys2 [m]', datatype: float64}
# - {name: 'zs2 [m]', datatype: float64}
# - {name: 'rs2 [m]', datatype: float64}
# - {name: 'xs3 [m]', datatype: float64}
# - {name: 'ys3 [m]', datatype: float64}
# - {name: 'zs3 [m]', datatype: float64}
# - {name: 'rs3 [m]', datatype: float64}
# - {name: 'xs4 [m]', datatype: float64}
# - {name: 'ys4 [m]', datatype: float64}
# - {name: 'zs4 [m]', datatype: float64}
# - {name: 'rs4 [m]', datatype: float64}
# - {name: 'xs5 [m]', datatype: float64}
# - {name: 'ys5 [m]', datatype: float64}
# - {name: 'zs5 [m]', datatype: float64}
# - {name: 'rs5 [m]', datatype: float64}
# - {name: 'xs6 [m]', datatype: float64}
# - {name: 'ys6 [m]', datatype: float64}
# - {name: 'zs6 [m]', datatype: float64}
# - {name: 'rs6 [m]', datatype: float64}
# - {name: 'xs7 [m]', datatype: float64}
# - {name: 'ys7 [m]', datatype: float64}
# - {name: 'zs7 [m]', datatype: float64}
# - {name: 'rs7 [m]', datatype: float64}
# - {name: 'xs8 [m]', datatype: float64}
# - {name: 'ys8 [m]', datatype: float64}
# - {name: 'zs8 [m]', datatype: float64}
# - {name: 'rs8 [m]', datatype: float64}
# - {name: inner_radius, unit: mm, datatype: float64}
# - {name: outer_radius, unit: mm, datatype: float64}
# - {name: kink_radius, unit: mm, datatype: float64}
# - {name: primary_length, unit: mm, datatype: float64}
# - {name: secondary_length, unit: mm, datatype: float64}
# - {name: azwidth, unit: mm, datatype: float64}
# - {name: focal_length, unit: mm, datatype: int64}
# - {name: pore_space, unit: mm, datatype: float64}
# - {name: plate_height, unit: mm, datatype: float64}
# - {name: z0, unit: mm, datatype: float64}
# - {name: clocking_angle, unit: rad, datatype: float64}
# schema: astropy-2.0
"Petal #" "Row #" "MM #" "stack_width [m]" "phi [deg]" "lengthp [m]" "lengths [m]" "anglep [deg]" "angles [deg]" "x_MM [m]" "y_MM [m]" "z_MM [m]" "r_MM [m]" "xkink [m]" "ykink [m]" "zkink [m]" "rkink [m]" "xp1 [m]" "yp1 [m]" "zp1 [m]" "rp1 [m]" "xp2 [m]" "yp2 [m]" "zp2 [m]" "rp2 [m]" "xp3 [m]" "yp3 [m]" "zp3 [m]" "rp3 [m]" "xp4 [m]" "yp4 [m]" "zp4 [m]" "rp4 [m]" "xp5 [m]" "yp5 [m]" "zp5 [m]" "rp5 [m]" "xp6 [m]" "yp6 [m]" "zp6 [m]" "rp6 [m]" "xp7 [m]" "yp7 [m]" "zp7 [m]" "rp7 [m]" "xp8 [m]" "yp8 [m]" "zp8 [m]" "rp8 [m]" "xs1 [m]" "ys1 [m]" "zs1 [m]" "rs1 [m]" "xs2 [m]" "ys2 [m]" "zs2 [m]" "rs2 [m]" "xs3 [m]" "ys3 [m]" "zs3 [m]" "rs3 [m]" "xs4 [m]" "ys4 [m]" "zs4 [m]" "rs4 [m]" "xs5 [m]" "ys5 [m]" "zs5 [m]" "rs5 [m]" "xs6 [m]" "ys6 [m]" "zs6 [m]" "rs6 [m]" "xs7 [m]" "ys7 [m]" "zs7 [m]" "rs7 [m]" "xs8 [m]" "ys8 [m]" "zs8 [m]" "rs8 [m]" inner_radius outer_radius kink_radius primary_length secondary_length azwidth focal_length pore_space plate_height z0 clocking_angle
1 1 1 0.040222607481737 13.9364671075717 0.122836965007617 0.122836965007617 0.310177975767612 0.930533927302836 0.0434013315355676 0.271105989291707 0.00315078704504401 0.274558068555443 0.0410211830152818 0.256238415039418 0.00280619739757171 0.259501180725418 0.0188499999999694 0.244828835540052 0.00235516513725587 0.245553418245189 0.0585224916361444 0.238477670201204 0.00235516513725587 0.245553418245189 0.0235147244257815 0.273995805656379 0.00251414451764458 0.275002988678503 0.0631962115031646 0.26764320023822 0.00251414451764458 0.275002988678503 0.0189610152847498 0.245523099224272 -0.120479801099266 0.246254162103548 0.0586337591000835 0.239171893514087 -0.120479801099266 0.246254162103548 0.0236143766362049 0.274618799112214 -0.120321208836302 0.27563222527446 0.0632960250809541 0.268266167860769 -0.120321208836302 0.27563222527446 0.0185385882422953 0.242881301812905 0.125776456280525 0.243587778889559 0.0582103608505849 0.236530251583161 0.125776456280525 0.243587778889559 0.0231915499706678 0.27197539863851 0.126254018979686 0.272962388351616 0.0628725060402307 0.265622878229342 0.126254018979686 0.272962388351616 0.0188489708558871 0.244822399480805 0.00295511558654135 0.245546922175508 0.0585214601441982 0.238471234517826 0.00295511558654135 0.245546922175508 0.0235131473463372 0.273985946236215 0.00343383959259392 0.274993030517293 0.0631946318610512 0.267633341228314 0.00343383959259392 0.274993030517293 245.553418245189 275.00298867850296 259.501180725418 122.836965007617 122.836965007617 40.222607481737 12000 0.665 0.775 11997.193802602429 1.412053406881124
1 1 2 0.040222607481737 13.9364671075717 0.122836965007617 0.122836965007617 0.310177975767612 0.930533927302836 0.107418489456069 0.252672517563489 0.00315078704504401 0.274558068555443 0.101527611234495 0.238815843182364 0.00280619739757171 0.259501180725418 0.0772611231510139 0.23308195996546 0.00235516513725587 0.245553418245189 0.114236139327964 0.217362797376503 0.00235516513725587 0.245553418245189 0.0888132769198334 0.26026687385234 0.00251414451764458 0.275002988678503 0.125796676905575 0.244544147060654 0.00251414451764458 0.275002988678503 0.0775360810328092 0.23372904931008 -0.120479801099266 0.246254162103548 0.114511332242349 0.218009786801883 -0.120479801099266 0.246254162103548 0.0890600410806177 0.26084752767176 -0.120321208836302 0.27563222527446 0.126043591461778 0.245124736942576 -0.120321208836302 0.27563222527446 0.0764898229301479 0.231266757257638 0.125776456280525 0.243587778889559 0.113464168968505 0.215547879564229 0.125776456280525 0.243587778889559 0.0880130090275502 0.25838377599326 0.126254018979686 0.272962388351616 0.124995914110604 0.242661259599206 0.126254018979686 0.272962388351616 0.0772585742034376 0.233075961227058 0.00295511558654135 0.245546922175508 0.114233588192163 0.217356799568379 0.00295511558654135 0.245546922175508 0.088809371664066 0.260257684493117 0.00343383959259392 0.274993030517293 0.125792769261384 0.24453495871682 0.00343383959259392 0.274993030517293 245.553418245189 275.00298867850296 259.501180725418 122.836965007617 122.836965007617 40.222607481737 12000 0.665 0.775 11997.193802602429 1.1688161697581083
1 1 3 0.040222607481737 13.9364671075717 0.122836965007617 0.122836965007617 0.310177975767612 0.930533927302836 0.165111574320116 0.219363399486851 0.00315078704504401 0.274558068555443 0.15605678140488 0.207333412105805 0.00280619739757171 0.259501180725418 0.131123634701719 0.207612797376527 0.00235516513725587 0.245553418245189 0.163224336918449 0.183451075356426 0.00235516513725587 0.245553418245189 0.148883105248537 0.231215191442219 0.00251414451764458 0.275002988678503 0.180991086059769 0.207047990932088 0.00251414451764458 0.275002988678503 0.131546347522886 0.208174616144016 -0.120479801099266 0.246254162103548 0.163647253788511 0.184012740539342 -0.120479801099266 0.246254162103548 0.14926245355736 0.231719320661415 -0.120321208836302 0.27563222527446 0.181370564937799 0.207552021873781 -0.120321208836302 0.27563222527446 0.129937854950238 0.20603679252813 0.125776456280525 0.243587778889559 0.16203797537089 0.181875508417301 0.125776456280525 0.243587778889559 0.14765285827194 0.229580266788644 0.126254018979686 0.272962388351616 0.179760409422136 0.205413389677997 0.126254018979686 0.272962388351616 0.131119716015417 0.207607589124053 0.00295511558654135 0.245546922175508 0.16322041633239 0.183445868533871 0.00295511558654135 0.245546922175508 0.148877101731454 0.231207213151163 0.00343383959259392 0.274993030517293 0.180985080469121 0.207040014201773 0.00343383959259392 0.274993030517293 245.553418245189 275.00298867850296 259.501180725418 122.836965007617 122.836965007617 40.222607481737 12000 0.665 0.775 11997.193802602429 0.9255789326350891
1 1 4 0.040222607481737 13.9364671075717 0.122836965007617 0.122836965007617 0.310177975767612 0.930533927302836 0.213084008076946 0.173139650313726 0.00315078704504401 0.274558068555443 0.201398385341955 0.163644594104234 0.00280619739757171 0.259501180725418 0.177266474811497 0.169920799550265 0.00235516513725587 0.245553418245189 0.202602991156663 0.138738996631336 0.00235516513725587 0.245553418245189 0.200187704804882 0.188551124703785 0.00251414451764458 0.275002988678503 0.225529966015917 0.157362251543907 0.00251414451764458 0.275002988678503 0.177812056104384 0.170364271657093 -0.120479801099266 0.246254162103548 0.203148733501732 0.139182270530274 -0.120479801099266 0.246254162103548 0.200677303802849 0.188949049609067 -0.120321208836302 0.27563222527446 0.22601966806985 0.157760049617594 -0.120321208836302 0.27563222527446 0.17573602620925 0.168676777051646 0.125776456280525 0.243587778889559 0.201072083353063 0.13749553927458 0.125776456280525 0.243587778889559 0.198599907352835 0.187260626545101 0.126254018979686 0.272962388351616 0.223941829440016 0.15607217074699 0.126254018979686 0.272962388351616 0.177261417092175 0.169916688410347 0.00295511558654135 0.245546922175508 0.202597931937896 0.138734887336793 0.00295511558654135 0.245546922175508 0.200179956472903 0.188544827188633 0.00343383959259392 0.274993030517293 0.225522216047311 0.157355956042962 0.00343383959259392 0.274993030517293 245.553418245189 275.00298867850296 259.501180725418 122.836965007617 122.836965007617 40.222607481737 12000 0.665 0.775 11997.193802602429 0.6823416955120735
1 2 5 0.0580815101755844 14.1682031488833 0.0972946645662256 0.0972946645662256 0.391605235946782 1.17481570784035 0.0521271826501873 0.338766375971495 0.00490545196388315 0.342753410865459 0.049837336884834 0.323885027852834 0.0044752207923402 0.327696920057244 0.0188499999999525 0.313183185173775 0.00398454050314039 0.313749948168265 0.0761739498408206 0.304362545890977 0.00398454050314039 0.313749948168265 0.0233395369823027 0.342404731399799 0.00418537271991623 0.343199262923912 0.0806769400475038 0.333582022021703 0.00418537271991623 0.343199262923912 0.0189557089128408 0.313871370802104 -0.0933076538815288 0.314443248153908 0.0762800195085889 0.305050676008674 -0.0933076538815288 0.314443248153908 0.0234365826446653 0.343036258436847 -0.0931072087330138 0.343835931816922 0.0807742389939832 0.334213510085027 -0.0931072087330138 0.343835931816922 0.0185489059316926 0.311222960190274 0.101859255027083 0.311775228106499 0.0758718150228971 0.302402481051315 0.101859255027083 0.311775228106499 0.0230290608869241 0.340384268857514 0.102462357228215 0.341162407265218 0.0803656440934192 0.331561685633983 0.102462357228215 0.341162407265218 0.0188487495325801 0.313175044339886 0.00458446612041538 0.313741746913335 0.07617269509166 0.304354405715942 0.00458446612041538 0.313741746913335 0.0233374462324006 0.342391125741802 0.00518872945400433 0.343185546582878 0.0806748438253605 0.33356841720574 0.00518872945400433 0.343185546582878 313.749948168265 343.199262923912 327.696920057244 97.29466456622559 97.29466456622559 58.0815101755844 12000 0.665 0.775 11995.52477920766 1.4181202422557615
1 2 6 0.0580815101755844 14.1682031488833 0.0972946645662256 0.0972946645662256 0.391605235946782 1.17481570784035 0.133461167363619 0.315702419163753 0.00490545196388315 0.342753410865459 0.127598477814914 0.301834225816624 0.0044752207923402 0.327696920057244 0.0949342512861285 0.29904266904295 0.00398454050314039 0.313749948168265 0.148355461076756 0.276459196165171 0.00398454050314039 0.313749948168265 0.106439761282262 0.326276433855851 0.00418537271991623 0.343199262923912 0.159873508372245 0.303687660915399 0.00418537271991623 0.343199262923912 0.095205191420625 0.299684046682739 -0.0933076538815288 0.314443248153908 0.14862673740515 0.277100431681152 -0.0933076538815288 0.314443248153908 0.106688433404461 0.326864996881148 -0.0931072087330138 0.343835931816922 0.160122416534424 0.304276124156312 -0.0931072087330138 0.343835931816922 0.0941625131118232 0.297215770081813 0.101859255027083 0.311775228106499 0.147582753009303 0.274632707220124 0.101859255027083 0.311775228106499 0.105644182161758 0.324393426114605 0.102462357228215 0.341162407265218 0.159077165210812 0.301804976167542 0.102462357228215 0.341162407265218 0.0949310462297239 0.299035081918429 0.00458446612041538 0.313741746913335 0.148352252030076 0.276451610727513 0.00458446612041538 0.313741746913335 0.106434403882182 0.326263753815273 0.00518872945400433 0.343185546582878 0.159868145872486 0.303674983030677 0.00518872945400433 0.343185546582878 313.749948168265 343.199262923912 327.696920057244 97.29466456622559 97.29466456622559 58.0815101755844 12000 0.665 0.775 11995.52477920766 1.17083844821632
1 2 7 0.0580815101755844 14.1682031488833 0.0972946645662256 0.0972946645662256 0.391605235946782 1.17481570784035 0.206675731350204 0.273431970937497 0.00490545196388315 0.342753410865459 0.197596868381348 0.261420636180253 0.0044752207923402 0.327696920057244 0.165242956450486 0.266709196165209 0.00398454050314039 0.313749948168265 0.211511422563633 0.231736807824518 0.00398454050314039 0.313749948168265 0.183064474982487 0.290298350100208 0.00418537271991623 0.343199262923912 0.229343799734229 0.255317754171116 0.00418537271991623 0.343199262923912 0.165662644532937 0.267264746115034 -0.0933076538815288 0.314443248153908 0.211931401825861 0.232292137683791 -0.0933076538815288 0.314443248153908 0.183449645017223 0.290808142512321 -0.0931072087330138 0.343835931816922 0.229729174204765 0.255827392058802 -0.0931072087330138 0.343835931816922 0.16404752465807 0.265126766876563 0.101859255027083 0.311775228106499 0.210315150740294 0.230155013479931 0.101859255027083 0.311775228106499 0.181832193744242 0.288667354318348 0.102462357228215 0.341162407265218 0.228110856755039 0.253687258571416 0.102462357228215 0.341162407265218 0.165237991792114 0.266702624330434 0.00458446612041538 0.313741746913335 0.211506454449258 0.23173023860199 0.00458446612041538 0.313741746913335 0.183056176862132 0.290287367096828 0.00518872945400433 0.343185546582878 0.229335497197008 0.255306774506259 0.00518872945400433 0.343185546582878 313.749948168265 343.199262923912 327.696920057244 97.29466456622559 97.29466456622559 58.0815101755844 12000 0.665 0.775 11995.52477920766 0.9235566541768746
1 2 8 0.0580815101755844 14.1682031488833 0.0972946645662256 0.0972946645662256 0.391605235946782 1.17481570784035 0.267316696214211 0.214526652388521 0.00490545196388315 0.342753410865459 0.255573993583568 0.205102913725647 0.0044752207923402 0.327696920057244 0.225498721781683 0.218149848614241 0.00398454050314039 0.313749948168265 0.261799594398639 0.172916171448183 0.00398454050314039 0.313749948168265 0.248552035292823 0.236659290591584 0.00418537271991623 0.343199262923912 0.284861427277062 0.19141499763914 0.00418537271991623 0.343199262923912 0.226041625110834 0.218585772699948 -0.0933076538815288 0.314443248153908 0.262342726178847 0.173351810866315 -0.0933076538815288 0.314443248153908 0.249050270524608 0.237059297982658 -0.0931072087330138 0.343835931816922 0.28535982290314 0.191814805166597 -0.0931072087330138 0.343835931816922 0.223952323246433 0.21690815976672 0.101859255027083 0.311775228106499 0.260252536799924 0.171675303844391 0.101859255027083 0.311775228106499 0.24695802063391 0.235379532193391 0.102462357228215 0.341162407265218 0.283266893435738 0.190135886182132 0.102462357228215 0.341162407265218 0.225492299557892 0.218144691882075 0.00458446612041538 0.313741746913335 0.261793169463369 0.172911018094727 0.00458446612041538 0.313741746913335 0.248541301287656 0.236650672801974 0.00518872945400433 0.343185546582878 0.284850689806552 0.191406384167613 0.00518872945400433 0.343185546582878 313.749948168265 343.199262923912 327.696920057244 97.29466456622559 97.29466456622559 58.0815101755844 12000 0.665 0.775 11995.52477920766 0.6762748601374341
1 3 9 0.0759392595380081 14.3169685728278 0.0805427298739619 0.0805427298739619 0.473051108140043 1.41915332442013 0.060916939908701 0.406413605483144 0.00704831335203071 0.410953637640122 0.0586851413847347 0.391523932984878 0.00653240034056246 0.395897633131714 0.0188499999999327 0.381486112187839 0.00600206323087722 0.381951536575244 0.0938266841810223 0.370247929943956 0.00600206323087722 0.381951536575244 0.0232267671749377 0.410744346748293 0.00624475738775728 0.41140053609479 0.0982205103692944 0.399503607545509 0.00624475738775728 0.41140053609479 0.0189523262277834 0.382170307294436 -0.0745377245569585 0.382639954065134 0.0939294546502159 0.37093205846365 -0.0745377245569585 0.382639954065134 0.0233221020257813 0.41138151351147 -0.0742954174672142 0.412042073218123 0.0983161766839575 0.400140724625897 -0.0742954174672142 0.412042073218123 0.0185555079748778 0.379516971816181 0.0871205612516601 0.379970313015017 0.0935309001640055 0.368278983227716 0.0871205612516601 0.379970313015017 0.0229241865076367 0.408722025426291 0.0878492205806355 0.409364400498634 0.0979168673533806 0.397481445457906 0.0878492205806355 0.409364400498634 0.0188485274590686 0.381476266116261 0.00660195939119546 0.381941629830239 0.0938252052297294 0.370238084833231 0.00660195939119546 0.381941629830239 0.0232240995520681 0.410726517718759 0.00733177981604056 0.411382584898027 0.0982178334492604 0.399485779909518 0.00733177981604056 0.411382584898027 381.951536575244 411.40053609478997 395.897633131714 80.5427298739619 80.5427298739619 75.9392595380081 12000 0.665 0.775 11993.467599659438 1.4220149119471945
1 3 10 0.0759392595380081 14.3169685728278 0.0805427298739619 0.0805427298739619 0.473051108140043 1.41915332442013 0.159525402370258 0.378727525126253 0.00704831335203071 0.410953637640122 0.153680910541242 0.364852180553314 0.00653240034056246 0.395897633131714 0.112600735149619 0.364976781091558 0.00600206323087722 0.381951536575244 0.182469788889392 0.33554694520268 0.00600206323087722 0.381951536575244 0.124076722343671 0.392244015979253 0.00624475738775728 0.41140053609479 0.193961672986964 0.36280748408926 0.00624475738775728 0.41140053609479 0.112869075244155 0.36561442299299 -0.0745377245569585 0.382639954065134 0.182738542962255 0.336184412730573 -0.0745377245569585 0.382639954065134 0.124326658745486 0.392837818987775 -0.0742954174672142 0.412042073218123 0.194211918272317 0.363401156991658 -0.0742954174672142 0.412042073218123 0.111828448486625 0.363141620971494 0.0871205612516601 0.379970313015017 0.181696298248697 0.333712292215091 0.0871205612516601 0.379970313015017 0.123283447347538 0.390359326782021 0.0878492205806355 0.409364400498634 0.193167408012505 0.360923211884934 0.0878492205806355 0.409364400498634 0.112596873546646 0.364967604952686 0.00660195939119546 0.381941629830239 0.182465921312687 0.335537771580029 0.00660195939119546 0.381941629830239 0.1240697287013 0.392227400339864 0.00733177981604056 0.411382584898027 0.193954670680779 0.362790872099193 0.00733177981604056 0.411382584898027 381.951536575244 411.40053609478997 395.897633131714 80.5427298739619 80.5427298739619 75.9392595380081 12000 0.665 0.775 11993.467599659438 1.172136671446797
